,Region,Region_code,price_period,price_period_code,price,number_bathrooms,number_bedrooms,Parking,Central Heating,Washing Machine,Dryer,Dishwasher,Microwave,Pets Allowed,Wheelchair Access,Garden / Patio / Balcony,Serviced Property
0,Dublin 2,8,month,0,2970,2,2,1,1,1,1,1,1,1,1,1,1
1,Dublin 2,8,month,0,3690,2,3,1,1,1,1,1,1,1,1,1,1
2,Dublin 2,8,month,0,4000,2,2,1,1,1,1,1,1,1,1,1,1
3,Dublin 1,0,month,0,2300,1,1,1,1,1,1,1,1,1,1,1,0
4,Dublin 1,0,month,0,2430,1,1,1,1,1,1,1,1,1,1,1,0
5,Dublin 1,0,month,0,2550,2,2,1,1,1,1,1,1,1,1,1,0
6,Dublin 15,5,month,0,1800,1,1,1,1,1,1,1,1,0,1,1,0
7,Dublin 15,5,month,0,2200,2,2,1,1,1,1,1,1,0,1,1,0
8,Dublin 14,4,month,0,2100,1,1,1,1,1,1,1,1,1,0,1,0
9,Dublin 14,4,month,0,2500,2,2,1,1,1,1,1,1,1,0,1,0
10,Dublin 14,4,month,0,3325,2,2,1,1,1,1,1,1,1,0,1,0
11,Dublin Fingal K67,21,month,0,1750,1,1,0,1,1,0,1,0,0,0,1,0
12,Dublin Fingal K67,21,month,0,2000,2,2,0,1,1,0,1,0,0,0,1,0
13,Dublin Fingal K67,21,month,0,2500,2,3,0,1,1,0,1,0,0,0,1,0
14,Dublin 9,19,month,0,1650,1,1,1,0,1,1,1,1,1,1,1,1
15,Dublin 9,19,month,0,1775,2,2,1,0,1,1,1,1,1,1,1,1
16,Dublin 8,18,month,0,1900,1,1,1,1,1,1,1,1,1,1,1,1
17,Dublin 8,18,month,0,2200,2,2,1,1,1,1,1,1,1,1,1,1
18,Dublin 8,18,month,0,2700,2,3,1,1,1,1,1,1,1,1,1,1
19,Dublin 4,13,month,0,4000,3,2,1,1,1,1,1,1,1,0,1,0
20,Dublin 4,13,month,0,5000,3,2,1,1,1,1,1,1,1,0,1,0
21,Dublin 4,13,month,0,5500,4,3,1,1,1,1,1,1,1,0,1,0
22,Dublin 24,11,month,0,1575,1,1,0,1,1,0,1,1,0,1,1,0
23,Dublin 6W,16,month,0,2050,1,1,1,1,1,1,1,1,1,0,1,0
24,Dublin 6W,16,month,0,2300,2,2,1,1,1,1,1,1,1,0,1,0
25,Dublin 6W,16,month,0,2950,2,3,1,1,1,1,1,1,1,0,1,0
26,Dublin 2,8,month,0,2800,1,1,1,1,1,1,1,1,0,0,1,0
27,Dublin 2,8,month,0,3572,2,2,1,1,1,1,1,1,0,0,1,0
28,Dublin 2,8,month,0,4000,2,2,1,1,1,1,1,1,0,0,1,0
29,Dublin 9,19,month,0,1950,2,2,1,1,1,1,1,1,0,0,1,1
30,Dublin 9,19,month,0,2100,2,2,1,1,1,1,1,1,0,0,1,1
31,Dublin 9,19,month,0,2500,2,3,1,1,1,1,1,1,0,0,1,1
32,Dublin 2,8,month,0,2850,2,2,0,1,1,1,1,1,0,0,1,0
33,Dublin 4,13,month,0,2200,2,2,1,1,1,1,1,1,0,0,0,0
34,Dublin 4,13,month,0,2250,2,2,1,1,1,1,1,1,0,0,0,0
35,Dublin 4,13,month,0,2300,2,2,1,1,1,1,1,1,0,0,0,0
36,Dublin 8,18,month,0,2100,2,2,1,1,1,1,1,1,0,0,1,0
37,Dublin 8,18,month,0,2650,2,3,1,1,1,1,1,1,0,0,1,0
38,Dublin 1,0,month,0,1500,1,2,0,1,1,1,1,1,0,1,1,1
39,Dublin 1,0,month,0,1600,2,2,0,1,1,1,1,1,0,1,1,1
40,Dublin 1,0,month,0,1650,2,2,0,1,1,1,1,1,0,1,1,1
41,Dublin 8,18,month,0,1750,1,1,0,1,1,0,1,1,0,0,1,0
42,Dublin 8,18,month,0,2100,1,2,0,1,1,0,1,1,0,0,1,0
43,Dublin 8,18,month,0,1700,1,1,1,1,1,1,1,1,0,0,1,0
44,Dublin 8,18,month,0,1800,1,1,1,1,1,1,1,1,0,0,1,0
45,Dublin 8,18,month,0,2100,2,2,1,1,1,1,1,1,0,0,1,0
46,Dublin 1,0,month,0,1447,1,1,1,1,1,0,1,0,0,0,0,0
47,Dublin 1,0,month,0,1910,1,2,1,1,1,0,1,0,0,0,0,0
48,Dublin 1,0,month,0,1950,1,2,1,1,1,0,1,0,0,0,0,0
49,Dublin 18,7,month,0,2000,2,2,1,1,1,1,1,1,0,0,1,0
50,Dublin 1,0,month,0,1800,1,1,1,1,1,1,1,1,0,0,1,0
51,Dublin 1,0,month,0,2150,1,2,1,1,1,1,1,1,0,0,1,0
52,Dublin 6,15,month,0,1900,1,1,1,1,1,0,1,1,0,0,1,0
53,Dublin 6,15,month,0,2300,2,2,1,1,1,0,1,1,0,0,1,0
54,Dublin 6,15,month,0,2550,2,2,1,1,1,0,1,1,0,0,1,0
55,Dun Laoghaire A9X,24,month,0,1750,1,1,1,1,1,1,1,1,0,0,1,0
56,Dun Laoghaire A9X,24,month,0,2600,2,3,1,1,1,1,1,1,0,0,1,0
57,Dublin 18,7,month,0,1800,1,1,1,1,1,1,1,1,0,0,1,0
58,Dublin 18,7,month,0,1900,2,2,1,1,1,1,1,1,0,0,1,0
59,Dublin 18,7,month,0,2800,2,3,1,1,1,1,1,1,0,0,1,0
60,Dun Laoghaire A96,23,month,0,2200,2,2,1,1,1,1,1,1,1,1,1,1
61,Dun Laoghaire A9X,24,month,0,2600,2,3,1,1,1,0,1,1,0,1,1,1
62,Dublin Fingal K36,20,month,0,2000,2,2,1,1,1,1,0,1,0,0,1,0
63,Dublin 9,19,week,1,125,1,1,1,1,0,0,0,1,0,0,0,1
64,Dublin 1,0,week,1,230,1,1,0,0,1,0,1,1,0,1,1,0
65,Dublin 1,0,week,1,250,1,1,0,0,1,0,1,1,0,1,1,0
66,Dublin 7,17,week,1,247,1,1,0,1,1,1,1,1,0,0,1,0
67,Dublin 1,0,week,1,240,1,1,0,1,1,0,1,1,0,0,1,0
68,Dun Laoghaire A9X,24,week,1,230,1,1,0,1,1,1,1,1,0,0,0,0
69,Dun Laoghaire A9X,24,week,1,240,1,1,0,1,1,1,1,1,0,0,0,0
70,Dublin 2,8,month,0,2100,1,1,1,1,1,1,1,1,1,0,1,0
71,Dublin 2,8,month,0,2350,2,2,1,1,1,1,1,1,1,0,1,0
72,Dublin 8,18,month,0,2300,1,1,1,1,1,1,1,1,1,1,1,0
73,Dublin 8,18,month,0,2350,1,1,1,1,1,1,1,1,1,1,1,0
74,Dublin 2,8,month,0,2300,1,1,0,1,1,1,1,1,0,0,0,1
75,Dublin 2,8,month,0,3100,1,2,0,1,1,1,1,1,0,0,0,1
76,Dublin 1,0,month,0,1425,1,1,0,1,1,0,1,1,0,0,0,0
77,Dun Laoghaire A96,23,month,0,1795,1,1,1,1,1,0,1,1,0,0,1,0
78,Dun Laoghaire A96,23,month,0,2171,2,2,1,1,1,0,1,1,0,0,1,0
79,Dublin 18,7,month,0,1720,1,1,1,1,1,1,1,1,0,0,1,0
80,Dublin 18,7,month,0,2050,2,2,1,1,1,1,1,1,0,0,1,0
81,Dublin 1,0,month,0,1577,1,1,0,0,1,0,1,1,0,0,0,0
82,Dun Laoghaire A96,23,month,0,1856,1,1,1,1,1,0,1,1,0,1,1,1
83,Dun Laoghaire A96,23,month,0,2100,2,2,1,1,1,0,1,1,0,1,1,1
84,Dublin 4,13,month,0,1595,1,1,1,1,1,1,0,1,0,0,1,0
85,Dublin 8,18,week,1,1620,6,6,0,0,1,1,0,0,0,1,1,1
86,Dublin 18,7,month,0,1800,1,1,1,1,1,0,1,1,0,0,1,0
87,Dublin 18,7,month,0,1995,2,2,1,1,1,0,1,1,0,0,1,0
88,South Dublin K78,25,month,0,1795,2,2,1,1,1,1,1,1,0,0,1,0
89,Dublin 14,4,month,0,2300,2,2,1,1,1,1,1,1,0,1,1,0
90,Dublin 14,4,month,0,2300,2,2,1,1,1,1,1,1,0,1,1,0
91,Dun Laoghaire A96,23,month,0,1790,1,1,1,1,1,0,1,1,0,1,1,1
92,Dublin Fingal K67,21,month,0,1777,1,2,1,1,1,0,0,0,0,0,0,0
93,Dublin 1,0,month,0,1850,1,2,0,1,1,1,1,1,0,1,0,0
94,Dun Laoghaire A96,23,month,0,1891,1,1,1,1,1,0,1,1,0,0,0,0
95,Dun Laoghaire A96,23,month,0,2129,2,2,1,1,1,0,1,1,0,0,0,0
96,Dublin 1,0,month,0,2650,1,3,1,0,1,0,1,1,0,0,0,0
97,Dublin 1,0,month,0,2950,2,3,1,0,1,0,1,1,0,0,0,0
98,Dublin 24,11,month,0,1400,1,1,1,0,1,1,0,1,0,0,1,1
99,Dublin 24,11,month,0,1625,1,2,1,0,1,1,0,1,0,0,1,1
100,Dublin 2,8,month,0,2800,2,2,1,1,1,1,1,1,1,0,1,0
101,Dublin 2,8,month,0,3200,3,2,1,1,1,1,1,1,1,0,1,0
102,Dublin 14,4,month,0,1975,1,1,1,1,1,1,1,1,1,0,1,0
103,Dublin 8,18,week,1,240,6,6,0,1,1,0,0,1,0,0,1,0
104,Dublin 8,18,week,1,240,1,2,0,1,1,0,0,1,0,0,1,0
105,Dublin 7,17,week,1,218,1,1,0,1,0,0,0,0,0,0,1,0
106,Dublin 7,17,week,1,220,1,1,0,1,0,0,0,0,0,0,1,0
107,Dublin 8,18,week,1,215,4,8,0,1,0,0,0,0,0,0,1,0
108,Dublin 8,18,week,1,220,4,8,0,1,0,0,0,0,0,0,1,0
109,Dun Laoghaire A96,23,month,0,2200,2,2,1,1,1,1,1,1,1,1,1,1
110,Dublin 8,18,week,1,224,6,6,0,1,0,0,0,0,0,0,1,0
111,Dublin 8,18,week,1,228,6,6,0,1,0,0,0,0,0,0,1,0
112,Dublin 7,17,week,1,225,8,8,0,1,0,0,0,0,0,1,1,0
113,Dublin 7,17,week,1,230,8,8,0,1,0,0,0,0,0,1,1,0
114,Dublin 1,0,month,0,1650,1,1,0,1,0,0,1,1,0,0,1,0
115,Dublin 1,0,month,0,1750,1,1,0,1,0,0,1,1,0,0,1,0
116,South Dublin K78,25,month,0,1900,2,2,1,1,1,0,1,0,0,0,1,0
117,South Dublin K78,25,month,0,2150,2,3,1,1,1,0,1,0,0,0,1,0
118,Dublin 2,8,month,0,1650,1,1,0,1,1,0,1,1,0,0,0,0
119,Dublin 1,0,month,0,3500,3,3,1,1,1,1,1,1,0,0,0,0
120,Dun Laoghaire A9X,24,month,0,2750,2,2,1,1,1,0,1,1,0,0,1,0
121,Dublin 1,0,month,0,1950,1,2,0,0,1,1,1,1,0,0,1,0
122,Dublin 1,0,month,0,2000,1,2,0,1,1,1,1,1,0,0,1,0
123,Dublin 4,13,month,0,2500,1,2,1,1,1,1,1,1,0,0,1,0
124,Dublin 1,0,month,0,1800,3,2,0,1,1,1,0,1,0,0,1,0
125,Dublin 2,8,week,1,595,1,2,0,1,1,1,0,1,0,0,0,0
126,Dublin 2,8,month,0,1950,1,2,0,0,1,0,0,1,0,0,0,0
127,Dublin 8,18,month,0,1650,1,1,1,0,0,0,0,0,0,1,0,0
128,Dublin 2,8,month,0,3850,2,2,1,0,0,0,0,0,0,0,0,0
129,Dublin 2,8,month,0,2000,2,2,0,1,1,1,0,0,0,0,1,0
130,Dublin 3,12,month,0,1100,1,1,1,0,0,0,0,0,1,1,0,0
131,Dublin 8,18,month,0,1700,1,2,0,1,1,1,0,1,0,0,0,0
132,Dublin 2,8,month,0,1738,2,2,0,0,1,0,0,1,0,0,0,0
133,Dublin 2,8,month,0,1850,1,2,1,0,1,1,1,1,0,0,1,0
134,Dublin 4,13,week,1,1160,2,3,1,1,1,1,1,1,0,0,0,0
135,Dun Laoghaire A9X,24,month,0,2225,2,2,0,1,1,1,0,1,0,0,0,0
136,Dublin 18,7,month,0,2108,2,2,1,0,1,1,1,1,0,0,1,0
137,Dublin 2,8,month,0,1600,1,2,0,0,1,1,0,1,0,0,1,0
138,Dublin 7,17,month,0,1800,1,2,1,0,1,1,0,1,0,0,1,0
139,Dublin 2,8,week,1,800,2,2,1,1,1,1,1,1,0,0,1,1
140,Dun Laoghaire A9X,24,month,0,2808,2,3,1,0,1,0,1,1,0,0,1,0
141,Dun Laoghaire A94,22,month,0,2100,2,2,1,1,1,1,1,0,0,0,1,0
142,Dublin 18,7,month,0,2200,2,2,1,1,1,1,1,1,0,0,1,0
143,Dun Laoghaire A94,22,month,0,2700,2,2,1,1,1,1,1,1,0,0,1,0
144,Dublin 4,13,month,0,4500,2,2,1,1,1,1,1,1,0,0,0,0
145,Dublin 4,13,month,0,3250,1,1,1,1,1,1,1,1,0,0,0,0
146,Dublin 2,8,month,0,1450,1,1,0,1,1,0,0,1,0,0,1,0
147,Dublin 4,13,month,0,5000,2,2,1,1,1,1,1,1,0,0,0,0
148,Dublin 4,13,month,0,5000,2,2,1,1,1,1,1,1,1,0,1,0
149,Dublin 4,13,month,0,3500,1,1,1,1,1,1,1,1,1,0,1,0
150,Dublin 4,13,month,0,2500,2,2,1,1,1,1,1,1,0,0,1,0
151,Dublin 4,13,month,0,1790,1,1,1,1,1,1,0,1,0,0,1,0
152,Dublin 1,0,month,0,1500,1,1,0,0,1,0,0,1,1,0,0,1
153,Dublin 1,0,month,0,2500,1,1,0,1,1,0,1,1,1,0,1,0
154,Dublin 1,0,month,0,2000,1,2,1,0,0,0,0,0,0,1,0,0
155,Dublin 2,8,month,0,2200,1,2,1,0,0,0,0,0,1,0,0,0
156,Dublin 4,13,month,0,1950,1,1,1,1,1,0,1,1,0,0,0,0
157,Dublin 9,19,month,0,2350,1,2,1,1,1,1,0,1,0,0,1,0
158,Dublin 1,0,month,0,1600,1,1,0,0,1,1,0,1,0,0,1,0
159,Dublin 4,13,month,0,3500,2,3,1,1,1,1,1,1,1,0,0,1
160,Dun Laoghaire A94,22,month,0,2080,1,2,1,1,1,1,1,0,0,0,1,0
161,Dublin 1,0,month,0,1700,1,1,1,1,1,0,0,0,0,0,0,0
162,Dublin 6,15,month,0,1400,1,1,1,0,0,0,0,0,0,0,0,0
163,Dublin 18,7,month,0,1625,1,1,1,1,1,1,1,0,0,0,1,0
164,Dublin 14,4,month,0,1700,1,1,1,1,1,0,0,1,0,0,0,0
165,Dublin 2,8,month,0,2025,2,2,0,1,1,1,1,1,0,0,1,0
166,Dublin 1,0,month,0,1900,1,2,1,1,1,1,1,1,0,0,1,0
167,Dublin 1,0,month,0,1850,2,2,0,1,1,1,1,1,0,0,1,0
168,Dublin 1,0,month,0,1497,1,1,1,1,1,1,0,1,0,0,1,0
169,Dublin 1,0,month,0,1600,1,1,1,1,1,1,1,1,0,0,1,0
170,Dun Laoghaire A94,22,month,0,1975,2,2,0,1,1,1,1,1,0,0,1,0
171,Dublin 2,8,month,0,3000,2,2,1,1,1,1,1,0,0,0,1,0
172,Dublin 4,13,month,0,1950,2,2,0,1,1,1,1,1,0,0,1,0
173,Dublin 4,13,month,0,3150,2,3,1,1,1,1,1,1,1,1,1,0
174,Dublin 2,8,month,0,1700,1,1,0,1,1,1,1,1,0,0,0,0
175,Dublin 4,13,month,0,1600,1,2,1,1,1,0,0,1,0,0,1,0
176,Dun Laoghaire A94,22,month,0,1995,1,2,1,0,0,0,0,0,0,0,0,0
177,Dublin 13,3,month,0,1950,1,2,1,1,1,0,0,1,0,0,1,0
178,Dublin 8,18,month,0,1400,1,1,0,0,1,0,0,0,0,0,0,0
179,Dublin 3,12,month,0,1850,2,2,0,1,1,1,1,1,0,1,1,0
180,Dublin 8,18,month,0,1950,1,2,0,1,1,1,0,1,0,0,1,0
181,Dublin 2,8,month,0,1650,1,1,1,0,1,1,0,1,0,0,0,0
182,Dublin 2,8,month,0,1700,1,1,1,1,1,1,0,1,0,0,0,0
183,Dublin 4,13,month,0,2250,1,2,1,0,0,0,0,0,0,1,0,0
184,Dublin 1,0,month,0,2500,2,3,0,0,1,0,0,0,0,0,0,0
185,Dublin 8,18,month,0,1900,1,1,1,1,1,1,1,1,1,1,1,1
186,Dublin 16,6,month,0,1600,1,1,1,1,1,0,1,1,0,0,1,1
187,Dublin Fingal K36,20,month,0,1950,2,2,1,0,0,0,0,0,0,0,0,0
188,Dublin 1,0,month,0,2250,1,3,1,1,1,0,0,1,0,0,0,0
189,Dublin 8,18,month,0,1450,1,1,0,1,1,0,0,1,0,0,0,1
190,Dublin 4,13,month,0,2000,1,2,1,1,1,1,1,1,0,0,1,0
191,Dublin 8,18,month,0,1400,1,1,0,1,1,1,0,1,0,0,0,1
192,Dublin 15,5,month,0,1800,2,2,1,1,1,0,1,1,0,0,1,0
193,Dublin 1,0,month,0,2282,2,2,1,0,0,0,0,0,0,0,0,0
194,Dublin 6,15,month,0,1850,2,2,0,0,1,1,1,1,0,0,0,0
195,Dublin 1,0,month,0,1675,1,2,0,0,1,1,0,1,0,0,1,0
196,Dublin 6,15,month,0,1550,1,1,0,0,1,1,0,1,0,0,1,0
197,Dublin 1,0,month,0,1640,1,2,0,1,1,1,0,1,0,0,0,0
198,Dublin 8,18,month,0,1200,1,1,1,1,1,1,0,1,0,0,0,1
199,Dublin 8,18,month,0,1900,2,2,0,1,1,1,1,1,0,0,1,0
200,Dublin 8,18,month,0,1650,1,1,0,0,1,1,1,1,0,0,1,0
201,Dublin 6,15,month,0,1750,1,1,1,0,1,0,1,1,0,0,1,0
202,Dublin 1,0,month,0,1700,1,1,0,1,1,0,0,0,0,0,0,0
203,Dublin 2,8,month,0,2300,2,2,0,1,1,0,1,1,0,0,0,0
204,Dublin 6,15,month,0,1500,1,1,1,1,1,1,0,1,0,0,0,0
205,Dublin 24,11,month,0,1875,2,2,0,1,1,0,0,1,0,0,1,0
206,Dublin 20,9,month,0,1500,1,1,1,1,1,1,1,1,0,0,1,1
207,Dublin 4,13,month,0,1695,1,1,1,0,1,1,1,1,1,0,0,0
208,Dublin 7,17,month,0,1700,2,2,1,0,0,0,0,0,0,0,0,0
209,Dun Laoghaire A96,23,month,0,1390,1,1,0,0,1,0,0,1,0,0,0,0
210,Dublin 9,19,month,0,1650,2,2,1,0,1,1,0,0,0,0,1,0
211,Dublin 1,0,month,0,1700,1,2,1,0,1,0,0,1,0,0,1,0
212,Dublin 8,18,month,0,1995,1,2,1,1,1,1,1,1,0,0,1,0
213,Dublin 6,15,month,0,2300,1,3,1,0,0,0,0,0,0,1,0,0
214,Dublin 2,8,month,0,1950,1,2,0,0,1,0,0,1,0,0,0,0
215,Dublin 8,18,week,1,425,1,2,1,0,0,0,0,0,0,0,0,0
216,Dublin 6,15,month,0,1850,2,2,0,1,1,1,1,1,0,0,1,0
217,Dublin 4,13,month,0,3200,2,3,1,1,1,1,1,1,0,0,1,0
218,Dublin 3,12,month,0,1541,1,1,1,1,1,1,1,1,0,0,1,0
219,Dublin 2,8,month,0,2400,2,3,1,1,1,0,1,1,0,0,1,0
220,Dublin 11,1,month,0,2300,2,2,1,1,1,0,1,1,0,1,1,1
221,Dun Laoghaire A96,23,month,0,2695,2,3,1,1,1,0,0,0,0,0,1,0
222,Dublin Fingal K36,20,month,0,2200,2,2,1,1,1,1,1,1,0,0,1,0
223,Dublin 1,0,month,0,1700,1,1,0,1,1,0,1,1,0,1,0,0
224,Dublin 2,8,month,0,1550,1,1,1,0,1,1,0,1,0,0,0,0
225,Dublin 1,0,month,0,1800,1,2,0,1,1,1,0,1,0,0,1,0
226,Dublin 7,17,month,0,1500,1,1,0,1,1,1,1,1,0,0,1,0
227,Dublin 1,0,month,0,1750,1,2,0,1,1,1,0,1,0,0,0,1
228,Dublin 7,17,month,0,1650,1,2,0,1,1,0,0,1,0,0,1,0
229,Dublin 9,19,month,0,1950,2,3,1,1,1,0,1,1,0,0,1,0
230,Dublin 1,0,month,0,1495,1,1,0,1,1,1,0,1,0,0,1,0
231,Dublin 1,0,month,0,890,1,1,0,1,1,1,0,1,0,0,0,1
232,Dublin 3,12,month,0,2000,2,2,1,1,1,1,1,1,1,0,1,0
233,Dublin 2,8,month,0,2200,1,2,0,1,1,1,1,1,0,0,0,0
234,Dublin 1,0,month,0,1900,1,2,0,1,1,1,1,1,0,0,0,0
235,Dublin 2,8,month,0,1700,1,1,0,1,1,1,0,1,0,0,1,0
236,Dublin 7,17,month,0,2000,2,2,1,1,1,1,1,1,0,0,1,0
237,Dublin 4,13,month,0,2500,1,2,1,1,0,0,0,0,0,0,1,0
238,Dublin 4,13,month,0,1900,1,1,1,1,1,1,1,1,0,0,0,0
239,Dublin 4,13,month,0,2500,2,2,1,1,1,0,1,1,0,0,0,0
240,Dublin 8,18,month,0,2400,1,2,0,1,1,1,1,0,0,0,0,0
241,Dun Laoghaire A94,22,month,0,2000,2,2,1,1,1,0,1,1,0,0,1,0
242,Dublin 8,18,month,0,1900,1,1,0,1,1,1,1,1,0,0,1,0
243,Dublin 8,18,month,0,1450,1,1,1,1,1,1,0,1,0,0,1,0
244,Dublin 6,15,month,0,2000,2,2,1,1,1,1,1,1,0,0,0,0
245,Dublin 4,13,month,0,2500,2,2,1,1,1,1,1,1,0,0,1,0
246,Dun Laoghaire A94,22,month,0,2095,2,2,1,0,1,1,1,0,0,0,1,0
247,Dublin 2,8,month,0,2350,2,2,1,1,1,0,1,1,0,0,0,0
248,Dublin 14,4,month,0,2100,2,2,1,1,1,0,0,1,0,0,1,0
249,Dublin 4,13,week,1,882,2,2,1,1,1,1,1,1,0,0,0,0
250,Dublin 4,13,week,1,826,1,1,1,1,1,1,1,1,0,0,0,0
251,Dublin 18,7,month,0,2000,2,2,0,1,1,1,1,1,0,0,1,0
252,Dun Laoghaire A9X,24,month,0,1890,2,2,0,0,1,1,1,1,0,0,1,0
253,Dublin 2,8,month,0,8500,4,4,1,1,1,1,1,1,0,0,1,0
254,Dublin 18,7,month,0,3208,2,3,1,1,1,1,1,1,0,0,1,0
255,Dublin 7,17,month,0,1558,1,1,1,0,1,1,1,1,0,0,1,0
256,Dublin 8,18,month,0,1690,1,2,1,1,1,0,0,1,0,0,1,0
257,Dublin 6,15,month,0,2600,2,2,1,1,1,0,1,1,0,0,1,0
258,Dublin 24,11,month,0,1550,1,1,0,1,1,0,1,1,0,0,0,1
259,Dublin 1,0,month,0,1995,2,2,1,0,1,1,1,1,0,0,1,0
260,Dublin 15,5,month,0,1782,2,2,1,0,1,1,1,1,0,0,1,0
261,Dublin 1,0,month,0,1595,1,1,0,1,1,1,0,1,0,0,1,0
262,Dublin 1,0,month,0,1850,1,2,0,1,1,1,0,1,0,0,1,0
263,Dublin 1,0,month,0,1595,1,1,1,1,1,1,0,1,0,0,1,0
264,Dublin 1,0,month,0,1600,1,2,0,1,1,0,0,1,0,0,0,0
265,Dublin 1,0,month,0,1495,1,1,0,1,1,1,0,1,0,0,0,0
266,Dublin 2,8,month,0,1750,1,1,0,1,1,0,1,1,0,1,1,0
267,Dublin 7,17,week,1,249,1,1,0,1,1,1,1,1,0,1,1,1
268,Dublin 2,8,month,0,2950,2,2,1,1,1,0,1,1,0,0,1,0
269,Dublin 2,8,month,0,2100,1,2,0,1,1,1,1,1,0,0,0,1
270,Dublin 2,8,month,0,3000,2,3,0,1,1,1,1,1,0,0,1,1
271,Dublin 2,8,month,0,1450,1,1,0,1,1,0,0,1,0,0,0,0
272,Dublin 2,8,month,0,3050,2,3,0,1,1,1,1,1,0,0,1,1
273,Dublin 1,0,month,0,1820,1,2,0,1,1,0,1,0,0,0,1,0
274,Dublin 2,8,month,0,1785,1,2,0,0,1,0,1,1,0,0,1,0
275,Dublin 2,8,week,1,550,2,1,1,1,1,1,1,1,0,0,1,1
276,Dublin 2,8,month,0,2700,2,2,1,1,1,1,1,1,0,0,0,0
277,Dublin 6,15,month,0,2100,1,2,1,1,1,1,1,0,0,0,1,0
278,Dun Laoghaire A96,23,month,0,2500,2,3,1,1,1,1,1,1,0,0,1,0
279,Dun Laoghaire A9X,24,month,0,2200,2,2,1,0,1,0,1,1,0,0,1,0
280,Dublin 4,13,month,0,1650,1,2,1,1,1,1,0,0,0,0,0,0
281,Dublin 4,13,month,0,1800,1,1,1,0,1,1,0,0,0,0,1,0
282,Dublin 4,13,month,0,2200,2,2,0,1,1,1,1,1,0,0,1,0
283,Dublin 6W,16,month,0,1900,1,2,1,1,1,0,0,1,0,0,1,0
284,South Dublin K78,25,month,0,1800,1,2,1,0,1,0,0,1,0,0,0,0
285,South Dublin K78,25,month,0,1500,2,1,1,0,1,0,0,1,0,0,1,0
286,South Dublin K78,25,month,0,1932,2,2,1,0,1,0,0,0,0,0,1,0
287,Dublin 2,8,month,0,1700,1,1,0,1,1,1,1,1,0,0,1,0
288,Dun Laoghaire A9X,24,month,0,2000,2,2,1,1,1,1,1,1,0,0,1,0
289,Dublin 14,4,month,0,3432,2,3,1,1,1,1,1,1,0,0,1,0
290,Dublin 15,5,month,0,1800,1,1,1,1,1,1,1,1,0,1,1,0
291,Dublin 8,18,month,0,1700,1,2,1,1,1,1,0,1,0,0,0,0
292,Dublin 1,0,month,0,1550,1,1,1,1,1,1,0,1,0,0,0,0
293,Dublin 8,18,month,0,1650,1,1,0,1,1,0,0,1,0,0,0,1
294,Dublin 4,13,month,0,1800,1,1,1,1,1,0,1,0,0,0,0,0
295,Dublin 1,0,month,0,2200,2,2,1,0,0,0,0,0,0,0,0,0
296,Dublin 4,13,month,0,2100,1,2,1,0,0,0,0,0,0,1,0,0
297,Dublin 1,0,week,1,392,1,1,0,1,1,1,0,1,0,0,0,0
298,Dublin 1,0,month,0,1980,1,2,1,1,1,1,0,1,0,0,0,0
299,Dublin 1,0,month,0,1950,1,1,0,1,1,1,0,1,0,0,1,0
300,Dublin 8,18,month,0,1449,1,1,0,0,1,0,0,1,0,0,0,1
301,Dublin 2,8,month,0,2000,2,2,1,1,0,0,1,1,0,0,0,1
302,Dublin 4,13,month,0,1700,1,1,1,1,1,0,1,1,0,0,0,0
303,Dublin 1,0,month,0,1900,2,2,1,1,1,1,1,1,0,1,1,0
304,Dublin 7,17,month,0,1500,1,1,1,0,1,1,0,1,0,0,0,0
305,Dublin 6,15,month,0,2000,3,2,0,1,1,1,1,1,0,0,0,1
306,Dublin 13,3,month,0,1800,2,2,1,0,0,0,0,0,0,0,0,0
307,Dublin 4,13,month,0,1900,1,1,0,1,0,0,1,1,0,0,0,1
308,Dublin 8,18,month,0,1550,1,2,0,0,1,0,0,0,0,0,1,0
309,Dublin 8,18,month,0,1825,1,2,1,1,1,1,0,1,0,0,1,0
310,Dublin 1,0,month,0,1700,2,2,0,1,1,1,1,1,0,0,1,0
311,Dublin 4,13,month,0,2450,1,2,1,1,1,1,0,1,0,0,1,0
312,Dun Laoghaire A94,22,month,0,2300,2,2,1,1,1,0,1,0,0,0,1,0
313,Dublin 8,18,month,0,1400,1,1,0,1,1,0,0,1,0,0,1,0
314,Dublin 1,0,month,0,1310,1,1,0,0,1,1,0,0,0,0,1,0
315,Dublin 6,15,month,0,1900,3,2,1,1,1,1,0,1,0,0,0,0
316,Dublin 14,4,month,0,1925,2,2,1,1,1,0,1,1,0,0,1,0
317,Dublin 14,4,month,0,2200,2,3,1,1,1,1,1,1,0,0,1,0
318,Dublin 2,8,month,0,2250,1,2,0,1,1,0,1,1,0,0,1,0
319,Dublin 24,11,month,0,1150,1,1,1,0,0,0,0,0,0,0,0,0
320,Dublin 3,12,month,0,2000,2,2,1,0,1,1,1,1,0,0,1,1
321,Dublin 2,8,month,0,1700,1,2,1,1,1,1,0,1,0,0,0,0
322,Dublin 6,15,month,0,2100,1,2,0,1,1,1,1,1,0,0,1,0
323,Dublin 6,15,month,0,1325,1,1,1,1,1,1,0,0,0,0,1,0
324,Dublin 2,8,month,0,1750,1,1,0,1,1,1,0,1,0,0,0,0
325,Dublin 8,18,month,0,2100,1,2,0,0,1,1,0,1,0,0,1,0
